"analysisId","Eval","predictionThreshold","preferenceThreshold","positiveCount","negativeCount","trueCount","falseCount","truePositiveCount","trueNegativeCount","falsePositiveCount","falseNegativeCount","f1Score","accuracy","sensitivity","falseNegativeRate","falsePositiveRate","specificity","positivePredictiveValue","falseDiscoveryRate","negativePredictiveValue","falseOmissionRate","positiveLikelihoodRatio","negativeLikelihoodRatio","diagnosticOddsRatio"
"20170223141334","train",8.89558634562733e-07,0.00250165634771114,1539881,0,546,1539335,546,0,1539335,0,0.000708894352020576,0.00035457285335685,1,0,1,0,0.00035457285335685,0.999645427146643,NA,NA,1,NA,NA
"20170223141334","train",1.16615901617267e-05,0.0318313002014851,1524483,15398,546,1539335,546,15398,1523937,0,0.000716051957044751,0.0103540468386843,1,0,0.989996979215051,0.0100030207849493,0.00035815420703281,0.999641845792967,1,0,1.01010409222953,0,Inf
"20170223141334","train",1.55420555465866e-05,0.0419788748182187,1509084,30797,546,1539335,546,30797,1508538,0,0.00072335605413247,0.020354170224842,1,0,0.979993308798929,0.0200066912010706,0.000361808885390078,0.99963819111461,1,0,1.02041513041103,0,Inf
"20170223141334","train",1.86334326846599e-05,0.0499120352484387,1493685,46196,546,1539335,546,46196,1493139,0,0.000730810697944294,0.0303542936109998,1,0,0.969989638382808,0.0300103616171918,0.000365538918848352,0.999634461081152,1,0,1.03093884762236,0,Inf
"20170223141334","train",2.13675026563487e-05,0.0568196176530874,1478286,61595,546,1539335,546,61595,1477740,0,0.000738420591385634,0.0403544169971576,1,0,0.959985967966687,0.0400140320333131,0.000369346662283212,0.999630653337717,1,0,1.04168189261981,0,Inf
"20170223141334","train",2.39171479800341e-05,0.0631713888289161,1462887,76994,546,1539335,545,76993,1462342,1,0.000744823985792312,0.0503532415816547,0.998168498168498,0.00183150183150183,0.949982947181738,0.0500170528182624,0.000372550989926084,0.999627449010074,0.999987011974959,1.29880250409123e-05,1.05072254310428,0.0366175479822175,28.6945085349392
"20170223141334","train",2.63096276313776e-05,0.0690543373247071,1447489,92392,546,1539335,543,92389,1446946,3,0.000749981871985139,0.0603501179636608,0.994505494505495,0.00549450549450549,0.939981225659132,0.060018774340868,0.000375132384425719,0.999624867615574,0.999967529656247,3.24703437527059e-05,1.05800569985654,0.0915464461719968,11.5570373738896
"20170223141334","train",2.86445455082122e-05,0.0747249652930645,1432090,107791,546,1539335,542,107787,1431548,4,0.000756647187422346,0.0703489425481579,0.992673992673993,0.00732600732600733,0.929978204874183,0.0700217951258173,0.000378467833725534,0.999621532166274,0.999962891150467,3.71088495328924e-05,1.0674164055364,0.10462467168749,10.2023393557184
"20170223141334","train",3.0855672461336e-05,0.0800316556697536,1416691,123190,546,1539335,542,123186,1416149,4,0.000764868543511071,0.0803490659343157,0.992673992673993,0.00732600732600733,0.919974534458061,0.0800254655419386,0.00038258166389142,0.999617418336109,0.999967529831967,3.24701680331196e-05,1.07902333759571,0.0915459507344949,11.7866855818138
"20170223141334","train",3.30323538778064e-05,0.0851965778430478,1401292,138589,546,1539335,542,138585,1400750,4,0.000773270520559437,0.0903491893204735,0.992673992673993,0.00732600732600733,0.90997086404194,0.0900291359580598,0.000386785909003976,0.999613214090996,0.99997113768048,2.88623195203082e-05,1.09088546886512,0.0813737380465381,13.4058665000892
"20170223141334","train",3.52209413714636e-05,0.0903316308550745,1385893,153988,546,1539335,542,153984,1385351,4,0.000781859136968882,0.100349312706631,0.992673992673993,0.00732600732600733,0.899967193625819,0.100032806374181,0.000391083582931727,0.999608916417068,0.999974023949918,2.59760500818246e-05,1.10301130941748,0.0732360471684038,15.0610437354865
"20170223141334","train",3.73758447214395e-05,0.0953316574405435,1370495,169386,546,1539335,541,169381,1369954,5,0.00078918135927372,0.110347487890298,0.990842490842491,0.00915750915750916,0.889964822472041,0.110035177527959,0.000394747883064148,0.999605252116936,0.999970481621858,2.95183781422314e-05,1.11335017499933,0.0832234687419153,13.3778391099263
"20170223141334","train",3.94830401775294e-05,0.100168138179238,1355096,184785,546,1539335,541,184780,1354555,5,0.000798145823159802,0.120347611276456,0.990842490842491,0.00915750915750916,0.87996115205592,0.12003884794408,0.00039923370742737,0.999600766292573,0.999972941526639,2.7058473360933e-05,1.12600708398037,0.0762878794186295,14.759973570656
"20170223141334","train",4.16038599088926e-05,0.104983973767043,1339697,200184,546,1539335,540,200178,1339157,6,0.000805824018480231,0.130346435860953,0.989010989010989,0.010989010989011,0.869958131270971,0.130041868729029,0.000403076217980633,0.999596923782019,0.999970027574631,2.99724253686608e-05,1.13684895107088,0.0845036379161008,13.4532545474504
